Source,Target,Type,id,weight
97.0,845.0,Directed,693,8.0
97.0,97.0,Directed,755,9.0
97.0,24171.0,Directed,833,11.0
97.0,11585.0,Directed,860,14.0
97.0,2558.0,Directed,868,18.0
97.0,19146.0,Directed,1096,7.0
97.0,10526.0,Directed,1113,10.0
97.0,12839.0,Directed,1141,8.0
115.0,845.0,Directed,1271,8.0
115.0,21262.0,Directed,1297,9.0
115.0,20114.0,Directed,1306,7.0
115.0,8993.0,Directed,1312,8.0
115.0,115.0,Directed,1321,19.0
115.0,1720.0,Directed,1339,8.0
115.0,21717.0,Directed,1342,8.0
115.0,23778.0,Directed,1361,11.0
115.0,11585.0,Directed,1375,11.0
115.0,25044.0,Directed,1409,9.0
115.0,22652.0,Directed,1448,9.0
115.0,7151.0,Directed,1457,10.0
115.0,18245.0,Directed,1462,8.0
115.0,10526.0,Directed,1520,7.0
115.0,23122.0,Directed,1524,7.0
115.0,17940.0,Directed,1543,7.0
115.0,19553.0,Directed,1556,8.0
115.0,15973.0,Directed,1560,9.0
121.0,6467.0,Directed,1601,8.0
121.0,4451.0,Directed,1611,37.0
121.0,11662.0,Directed,1660,8.0
121.0,2230.0,Directed,1662,16.0
121.0,19146.0,Directed,1689,8.0
167.0,10526.0,Directed,2023,7.0
167.0,8993.0,Directed,2053,10.0
277.0,6467.0,Directed,2905,8.0
293.0,2608.0,Directed,3082,8.0
293.0,24148.0,Directed,3100,7.0
390.0,11585.0,Directed,3731,7.0
390.0,25044.0,Directed,3774,13.0
390.0,10526.0,Directed,3793,8.0
390.0,2558.0,Directed,3866,9.0
390.0,16422.0,Directed,3904,9.0
523.0,16811.0,Directed,4517,9.0
523.0,10252.0,Directed,4628,9.0
523.0,9850.0,Directed,4673,10.0
523.0,20991.0,Directed,4822,9.0
523.0,2558.0,Directed,4850,8.0
523.0,14174.0,Directed,4876,12.0
523.0,18245.0,Directed,4913,7.0
523.0,19146.0,Directed,5023,29.0
523.0,17940.0,Directed,5026,19.0
588.0,15359.0,Directed,5409,19.0
588.0,19583.0,Directed,5419,15.0
592.0,1860.0,Directed,5597,7.0
736.0,10526.0,Directed,6466,7.0
736.0,23778.0,Directed,6489,7.0
736.0,11585.0,Directed,6490,8.0
751.0,7370.0,Directed,6575,7.0
751.0,8087.0,Directed,6680,12.0
751.0,18526.0,Directed,6769,11.0
751.0,5212.0,Directed,6781,11.0
751.0,7130.0,Directed,6792,7.0
751.0,15973.0,Directed,6809,8.0
751.0,18956.0,Directed,6834,12.0
845.0,17599.0,Directed,7771,10.0
845.0,14761.0,Directed,7774,11.0
845.0,20811.0,Directed,7776,9.0
845.0,3258.0,Directed,7787,7.0
845.0,17238.0,Directed,7820,7.0
845.0,845.0,Directed,7829,9.0
845.0,22045.0,Directed,7866,11.0
845.0,2101.0,Directed,7919,9.0
845.0,11662.0,Directed,8067,12.0
845.0,13438.0,Directed,8195,10.0
845.0,7130.0,Directed,8247,7.0
845.0,15973.0,Directed,8261,12.0
845.0,25208.0,Directed,8265,8.0
845.0,7647.0,Directed,8270,9.0
856.0,19583.0,Directed,8377,14.0
856.0,9329.0,Directed,8465,8.0
856.0,8557.0,Directed,8564,8.0
919.0,19203.0,Directed,8990,7.0
919.0,10526.0,Directed,9026,7.0
919.0,23778.0,Directed,9044,8.0
919.0,2558.0,Directed,9048,12.0
953.0,10526.0,Directed,9302,15.0
953.0,11263.0,Directed,9325,10.0
953.0,2558.0,Directed,9365,7.0
953.0,18245.0,Directed,9406,9.0
955.0,845.0,Directed,9502,9.0
955.0,955.0,Directed,9508,11.0
955.0,10252.0,Directed,9533,11.0
1086.0,6467.0,Directed,10371,21.0
1086.0,1720.0,Directed,10491,9.0
1086.0,24171.0,Directed,10504,7.0
1086.0,2558.0,Directed,10524,8.0
1086.0,14174.0,Directed,10609,13.0
1086.0,1860.0,Directed,10636,10.0
1086.0,19146.0,Directed,10697,14.0
1086.0,17940.0,Directed,10700,16.0
1086.0,15123.0,Directed,10708,7.0
1086.0,18750.0,Directed,10727,7.0
1251.0,20811.0,Directed,11831,8.0
1275.0,8195.0,Directed,12025,7.0
1473.0,6467.0,Directed,14114,11.0
1473.0,4451.0,Directed,14135,29.0
1473.0,14174.0,Directed,14137,12.0
1473.0,9850.0,Directed,14167,9.0
1590.0,2230.0,Directed,15746,7.0
1590.0,7151.0,Directed,15804,10.0
1647.0,20114.0,Directed,16430,13.0
1647.0,4451.0,Directed,16432,11.0
1647.0,10252.0,Directed,16485,11.0
1647.0,5910.0,Directed,16506,15.0
1647.0,14174.0,Directed,16515,17.0
1647.0,19146.0,Directed,16522,35.0
1647.0,7598.0,Directed,16527,14.0
1647.0,17940.0,Directed,16529,12.0
1647.0,16811.0,Directed,16562,7.0
1647.0,12833.0,Directed,16575,8.0
1647.0,1860.0,Directed,16582,9.0
1720.0,15987.0,Directed,17146,11.0
1720.0,19893.0,Directed,17175,11.0
1720.0,9085.0,Directed,17179,9.0
1720.0,115.0,Directed,17202,8.0
1720.0,17599.0,Directed,17204,18.0
1720.0,18776.0,Directed,17206,8.0
1720.0,2101.0,Directed,17209,14.0
1720.0,8087.0,Directed,17244,10.0
1720.0,13438.0,Directed,17253,9.0
1720.0,21509.0,Directed,17258,12.0
1720.0,2853.0,Directed,17287,18.0
1720.0,1720.0,Directed,17324,55.0
1720.0,25294.0,Directed,17334,27.0
1720.0,14174.0,Directed,17353,10.0
1720.0,22045.0,Directed,17372,18.0
1720.0,10357.0,Directed,17375,11.0
1720.0,20722.0,Directed,17388,18.0
1720.0,16881.0,Directed,17390,9.0
1720.0,1086.0,Directed,17399,11.0
1853.0,15476.0,Directed,18870,9.0
1853.0,2230.0,Directed,18920,9.0
1853.0,10526.0,Directed,18925,10.0
1853.0,24171.0,Directed,18931,7.0
1853.0,5910.0,Directed,18933,10.0
1853.0,19019.0,Directed,18936,7.0
1860.0,19583.0,Directed,19119,14.0
1860.0,20811.0,Directed,19144,7.0
1860.0,5721.0,Directed,19207,7.0
1860.0,18825.0,Directed,19216,7.0
1860.0,592.0,Directed,19428,13.0
1860.0,18245.0,Directed,19573,8.0
1860.0,277.0,Directed,19578,7.0
1860.0,1086.0,Directed,19583,8.0
1860.0,12141.0,Directed,19596,8.0
1860.0,14305.0,Directed,19644,9.0
1860.0,13438.0,Directed,19658,10.0
1860.0,11403.0,Directed,19712,9.0
1860.0,5212.0,Directed,19716,21.0
2101.0,20991.0,Directed,21900,10.0
2101.0,4586.0,Directed,21910,25.0
2101.0,23122.0,Directed,21942,29.0
2101.0,14174.0,Directed,21952,10.0
2101.0,845.0,Directed,21953,13.0
2101.0,16422.0,Directed,21955,10.0
2101.0,19146.0,Directed,21957,29.0
2101.0,1720.0,Directed,21961,17.0
2101.0,9220.0,Directed,21973,9.0
2101.0,21265.0,Directed,22005,17.0
2115.0,19583.0,Directed,22096,8.0
2115.0,10357.0,Directed,22242,10.0
2115.0,9085.0,Directed,22268,7.0
2174.0,97.0,Directed,22778,10.0
2174.0,7321.0,Directed,22898,14.0
2174.0,11585.0,Directed,22970,7.0
2174.0,18526.0,Directed,22981,13.0
2174.0,22652.0,Directed,23000,7.0
2174.0,15973.0,Directed,23034,7.0
2230.0,19184.0,Directed,23463,14.0
2230.0,6467.0,Directed,23469,9.0
2230.0,14761.0,Directed,23479,7.0
2230.0,4451.0,Directed,23480,21.0
2230.0,19583.0,Directed,23483,28.0
2230.0,16817.0,Directed,23495,7.0
2230.0,18825.0,Directed,23496,11.0
2230.0,20811.0,Directed,23505,15.0
2230.0,18806.0,Directed,23549,31.0
2230.0,17238.0,Directed,23558,8.0
2230.0,2437.0,Directed,23560,16.0
2230.0,8940.0,Directed,23564,10.0
2230.0,5721.0,Directed,23571,7.0
2230.0,8557.0,Directed,23618,13.0
2230.0,97.0,Directed,23644,7.0
2230.0,8579.0,Directed,23653,14.0
2230.0,4165.0,Directed,23654,8.0
2230.0,8993.0,Directed,23657,8.0
2230.0,121.0,Directed,23691,12.0
2230.0,18526.0,Directed,23764,33.0
2230.0,2558.0,Directed,23775,7.0
2230.0,11662.0,Directed,23891,15.0
2230.0,2230.0,Directed,23893,10.0
2230.0,11263.0,Directed,23913,7.0
2230.0,1853.0,Directed,23967,15.0
2230.0,6444.0,Directed,23989,7.0
2230.0,5910.0,Directed,24030,15.0
2230.0,15476.0,Directed,24036,29.0
2230.0,13828.0,Directed,24053,7.0
2230.0,9360.0,Directed,24076,13.0
2230.0,10526.0,Directed,24080,7.0
2230.0,11781.0,Directed,24093,8.0
2230.0,17940.0,Directed,24104,7.0
2230.0,15973.0,Directed,24140,22.0
2230.0,9703.0,Directed,24141,7.0
2274.0,18526.0,Directed,24494,7.0
2274.0,2274.0,Directed,24526,8.0
2437.0,4451.0,Directed,25691,7.0
2437.0,2230.0,Directed,25772,13.0
2437.0,25380.0,Directed,25797,8.0
2437.0,2437.0,Directed,25802,28.0
2437.0,21262.0,Directed,25907,9.0
2437.0,12839.0,Directed,25918,10.0
2445.0,11781.0,Directed,25945,8.0
2445.0,23714.0,Directed,25953,7.0
2445.0,2445.0,Directed,25954,12.0
2558.0,19184.0,Directed,26541,7.0
2558.0,3750.0,Directed,26566,8.0
2558.0,19583.0,Directed,26578,12.0
2558.0,8894.0,Directed,26588,16.0
2558.0,16817.0,Directed,26593,11.0
2558.0,17599.0,Directed,26603,13.0
2558.0,20811.0,Directed,26615,10.0
2558.0,2853.0,Directed,26678,7.0
2558.0,2437.0,Directed,26693,10.0
2558.0,5721.0,Directed,26709,15.0
2558.0,11975.0,Directed,26725,7.0
2558.0,25294.0,Directed,26728,10.0
2558.0,22045.0,Directed,26758,32.0
2558.0,16881.0,Directed,26775,8.0
2558.0,97.0,Directed,26806,20.0
2558.0,21682.0,Directed,26819,22.0
2558.0,12343.0,Directed,26829,9.0
2558.0,121.0,Directed,26862,7.0
2558.0,919.0,Directed,26863,11.0
2558.0,24148.0,Directed,26879,9.0
2558.0,1853.0,Directed,26892,8.0
2558.0,8560.0,Directed,26909,7.0
2558.0,12789.0,Directed,26915,29.0
2558.0,20160.0,Directed,26923,16.0
2558.0,18526.0,Directed,26969,26.0
2558.0,15338.0,Directed,26994,7.0
2558.0,10357.0,Directed,27012,14.0
2558.0,19146.0,Directed,27020,8.0
2558.0,20722.0,Directed,27023,8.0
2558.0,25021.0,Directed,27037,15.0
2558.0,23429.0,Directed,27184,8.0
2558.0,18825.0,Directed,27254,7.0
2558.0,1086.0,Directed,27276,9.0
2558.0,14881.0,Directed,27280,7.0
2558.0,6444.0,Directed,27287,8.0
2558.0,15476.0,Directed,27343,19.0
2558.0,13438.0,Directed,27395,12.0
2558.0,736.0,Directed,27398,9.0
2558.0,7601.0,Directed,27415,9.0
2558.0,11781.0,Directed,27443,22.0
2558.0,12108.0,Directed,27488,21.0
2558.0,15973.0,Directed,27511,46.0
2558.0,14305.0,Directed,27518,8.0
2558.0,7647.0,Directed,27539,15.0
2608.0,20114.0,Directed,27960,10.0
2608.0,20498.0,Directed,27973,9.0
2608.0,23122.0,Directed,27981,11.0
2608.0,25044.0,Directed,27994,7.0
2608.0,293.0,Directed,28057,13.0
2608.0,14174.0,Directed,28060,12.0
2608.0,17940.0,Directed,28070,7.0
2608.0,1251.0,Directed,28091,13.0
2608.0,7598.0,Directed,28112,10.0
2608.0,9473.0,Directed,28124,8.0
2608.0,18750.0,Directed,28132,11.0
2608.0,1860.0,Directed,28139,10.0
2770.0,19583.0,Directed,29062,10.0
2770.0,20811.0,Directed,29073,9.0
2770.0,20821.0,Directed,29081,7.0
2770.0,6617.0,Directed,29194,7.0
2770.0,23429.0,Directed,29265,10.0
2770.0,9187.0,Directed,29310,7.0
2770.0,19146.0,Directed,29360,8.0
2770.0,9249.0,Directed,29366,8.0
2770.0,2770.0,Directed,29381,10.0
2770.0,15973.0,Directed,29384,10.0
2770.0,14305.0,Directed,29387,12.0
2853.0,20114.0,Directed,30087,26.0
2853.0,1720.0,Directed,30144,22.0
2853.0,7890.0,Directed,30154,7.0
2853.0,2853.0,Directed,30162,23.0
2853.0,14174.0,Directed,30178,17.0
2853.0,2558.0,Directed,30209,8.0
2853.0,15123.0,Directed,30217,9.0
2985.0,20114.0,Directed,31273,10.0
2985.0,19146.0,Directed,31323,17.0
2985.0,4008.0,Directed,31353,7.0
2985.0,1860.0,Directed,31358,7.0
3046.0,3046.0,Directed,31630,8.0
3046.0,20498.0,Directed,31655,8.0
3046.0,19203.0,Directed,31666,10.0
3217.0,14761.0,Directed,33119,8.0
3217.0,17606.0,Directed,33141,8.0
3217.0,10357.0,Directed,33288,7.0
3217.0,19146.0,Directed,33459,7.0
3252.0,6467.0,Directed,33683,11.0
3252.0,3252.0,Directed,33696,7.0
3252.0,20114.0,Directed,33707,8.0
3252.0,14174.0,Directed,33718,11.0
3252.0,19146.0,Directed,33726,17.0
3252.0,3781.0,Directed,33737,14.0
3258.0,4586.0,Directed,34125,8.0
3258.0,11263.0,Directed,34191,11.0
3258.0,14174.0,Directed,34201,10.0
3258.0,845.0,Directed,34203,16.0
3258.0,19146.0,Directed,34206,32.0
3258.0,17940.0,Directed,34213,15.0
3258.0,2558.0,Directed,34230,7.0
3267.0,19604.0,Directed,34341,7.0
3267.0,4451.0,Directed,34345,7.0
3267.0,4952.0,Directed,34347,12.0
3267.0,6467.0,Directed,34352,15.0
3267.0,4586.0,Directed,34424,12.0
3325.0,4165.0,Directed,34876,9.0
3325.0,13438.0,Directed,34938,8.0
3325.0,10973.0,Directed,35026,7.0
3378.0,4451.0,Directed,35534,7.0
3378.0,10252.0,Directed,35602,7.0
3378.0,19146.0,Directed,35643,17.0
3378.0,17940.0,Directed,35649,8.0
3378.0,3217.0,Directed,35709,11.0
3470.0,18245.0,Directed,36270,13.0
3470.0,3860.0,Directed,36277,10.0
3470.0,11263.0,Directed,36304,7.0
3470.0,16422.0,Directed,36312,10.0
3653.0,16811.0,Directed,37395,22.0
3653.0,25044.0,Directed,37422,9.0
3653.0,3653.0,Directed,37449,7.0
3653.0,4983.0,Directed,37451,8.0
3653.0,18245.0,Directed,37455,7.0
3653.0,9220.0,Directed,37461,7.0
3653.0,9329.0,Directed,37490,19.0
3653.0,24171.0,Directed,37491,11.0
3653.0,5910.0,Directed,37494,8.0
3653.0,6026.0,Directed,37554,11.0
3653.0,2558.0,Directed,37561,14.0
3653.0,856.0,Directed,37563,8.0
3653.0,4701.0,Directed,37608,12.0
3750.0,23122.0,Directed,38289,7.0
3750.0,19146.0,Directed,38305,8.0
3750.0,2558.0,Directed,38316,11.0
3781.0,6467.0,Directed,38728,8.0
3781.0,22991.0,Directed,38738,8.0
3781.0,3252.0,Directed,38744,25.0
3781.0,19146.0,Directed,38769,22.0
3781.0,17375.0,Directed,38782,9.0
3855.0,20686.0,Directed,39325,13.0
3855.0,20114.0,Directed,39330,21.0
3855.0,4983.0,Directed,39359,9.0
3855.0,14174.0,Directed,39386,9.0
3860.0,10973.0,Directed,39507,8.0
3860.0,3470.0,Directed,39537,10.0
4008.0,19184.0,Directed,40550,11.0
4008.0,17599.0,Directed,40589,9.0
4008.0,18776.0,Directed,40590,27.0
4008.0,20811.0,Directed,40594,8.0
4008.0,17606.0,Directed,40599,9.0
4008.0,845.0,Directed,40636,12.0
4008.0,22045.0,Directed,40663,12.0
4008.0,4586.0,Directed,40719,7.0
4008.0,2558.0,Directed,40775,9.0
4008.0,592.0,Directed,40802,16.0
4008.0,22614.0,Directed,40836,7.0
4008.0,23030.0,Directed,40860,16.0
4008.0,19146.0,Directed,40999,13.0
4008.0,21144.0,Directed,41022,9.0
4008.0,15973.0,Directed,41028,26.0
4008.0,25208.0,Directed,41032,28.0
4035.0,4035.0,Directed,41294,10.0
4035.0,751.0,Directed,41384,7.0
4035.0,23778.0,Directed,41393,9.0
4054.0,4054.0,Directed,41718,7.0
4054.0,16811.0,Directed,41722,19.0
4165.0,6467.0,Directed,42555,16.0
4165.0,3325.0,Directed,42587,9.0
4165.0,23003.0,Directed,42593,8.0
4165.0,2230.0,Directed,42640,9.0
4165.0,12207.0,Directed,42663,19.0
4165.0,14174.0,Directed,42670,15.0
4165.0,6617.0,Directed,42698,8.0
4165.0,5514.0,Directed,42701,8.0
4165.0,4008.0,Directed,42733,7.0
4165.0,3217.0,Directed,42744,7.0
4185.0,6467.0,Directed,43044,9.0
4185.0,4451.0,Directed,43053,13.0
4185.0,16422.0,Directed,43103,7.0
4185.0,20114.0,Directed,43146,11.0
4185.0,24171.0,Directed,43194,7.0
4185.0,25380.0,Directed,43197,15.0
4185.0,12833.0,Directed,43234,8.0
4185.0,11633.0,Directed,43254,9.0
4185.0,14174.0,Directed,43291,24.0
4185.0,19874.0,Directed,43323,8.0
4185.0,23122.0,Directed,43379,9.0
4185.0,19146.0,Directed,43393,30.0
4185.0,7890.0,Directed,43408,7.0
4185.0,3217.0,Directed,43439,14.0
4330.0,16811.0,Directed,44762,9.0
4330.0,10526.0,Directed,44789,7.0
4330.0,21717.0,Directed,44818,21.0
4330.0,14606.0,Directed,44837,8.0
4330.0,11585.0,Directed,44849,18.0
4330.0,21262.0,Directed,44898,20.0
4451.0,14761.0,Directed,45427,32.0
4451.0,4451.0,Directed,45430,25.0
4451.0,17599.0,Directed,45440,8.0
4451.0,20811.0,Directed,45446,7.0
4451.0,7321.0,Directed,45476,7.0
4451.0,2437.0,Directed,45478,9.0
4451.0,8940.0,Directed,45481,13.0
4451.0,5721.0,Directed,45485,16.0
4451.0,18825.0,Directed,45493,27.0
4451.0,1647.0,Directed,45494,9.0
4451.0,19583.0,Directed,45507,18.0
4451.0,121.0,Directed,45553,18.0
4451.0,18956.0,Directed,45620,11.0
4451.0,15359.0,Directed,45642,7.0
4451.0,11403.0,Directed,45654,11.0
4451.0,22614.0,Directed,45659,9.0
4451.0,25838.0,Directed,45660,8.0
4451.0,11662.0,Directed,45674,8.0
4451.0,2230.0,Directed,45677,10.0
4451.0,1473.0,Directed,45716,20.0
4451.0,277.0,Directed,45723,9.0
4451.0,15893.0,Directed,45724,7.0
4451.0,12141.0,Directed,45738,11.0
4451.0,8775.0,Directed,45744,9.0
4451.0,9187.0,Directed,45746,15.0
4451.0,13828.0,Directed,45773,15.0
4451.0,17564.0,Directed,45824,12.0
4451.0,15973.0,Directed,45836,7.0
4451.0,9703.0,Directed,45838,7.0
4531.0,19295.0,Directed,46344,18.0
4531.0,4531.0,Directed,46402,11.0
4586.0,19184.0,Directed,46892,14.0
4586.0,19583.0,Directed,46915,26.0
4586.0,17599.0,Directed,46929,12.0
4586.0,18776.0,Directed,46931,10.0
4586.0,20811.0,Directed,46938,8.0
4586.0,3267.0,Directed,46961,13.0
4586.0,5721.0,Directed,46978,29.0
4586.0,25294.0,Directed,46985,19.0
4586.0,22045.0,Directed,46995,10.0
4586.0,7370.0,Directed,47008,8.0
4586.0,16086.0,Directed,47023,10.0
4586.0,2101.0,Directed,47040,29.0
4586.0,4586.0,Directed,47046,111.0
4586.0,18939.0,Directed,47103,14.0
4586.0,10357.0,Directed,47108,8.0
4586.0,22614.0,Directed,47155,8.0
4586.0,19833.0,Directed,47180,11.0
4586.0,23429.0,Directed,47184,13.0
4586.0,14174.0,Directed,47188,8.0
4586.0,12141.0,Directed,47236,12.0
4586.0,9187.0,Directed,47245,41.0
4586.0,13828.0,Directed,47268,10.0
4586.0,19146.0,Directed,47296,7.0
4586.0,11403.0,Directed,47307,8.0
4586.0,23145.0,Directed,47311,7.0
4586.0,21144.0,Directed,47316,7.0
4586.0,15973.0,Directed,47322,10.0
4586.0,14761.0,Directed,47339,8.0
4611.0,19203.0,Directed,47551,8.0
4611.0,4611.0,Directed,47607,18.0
4611.0,11385.0,Directed,47613,14.0
4611.0,751.0,Directed,47615,8.0
4701.0,6026.0,Directed,48461,10.0
4769.0,20114.0,Directed,48820,7.0
4769.0,23122.0,Directed,48823,8.0
4769.0,22601.0,Directed,48826,8.0
4769.0,17940.0,Directed,48881,11.0
4860.0,20811.0,Directed,49607,7.0
4860.0,19648.0,Directed,49678,7.0
4860.0,14394.0,Directed,49684,14.0
4952.0,9085.0,Directed,50269,7.0
4952.0,19583.0,Directed,50272,17.0
4952.0,18825.0,Directed,50431,15.0
4952.0,11403.0,Directed,50433,8.0
4983.0,3855.0,Directed,50775,10.0
4983.0,5212.0,Directed,50863,7.0
4983.0,10357.0,Directed,50895,17.0
4983.0,7647.0,Directed,50923,7.0
5054.0,11585.0,Directed,51574,16.0
5054.0,25944.0,Directed,51611,7.0
5054.0,23778.0,Directed,51652,11.0
5054.0,19553.0,Directed,51675,11.0
5172.0,8993.0,Directed,52323,8.0
5172.0,21717.0,Directed,52356,7.0
5172.0,23778.0,Directed,52375,9.0
5212.0,6467.0,Directed,52512,7.0
5212.0,4451.0,Directed,52525,19.0
5212.0,23206.0,Directed,52554,19.0
5212.0,10252.0,Directed,52611,8.0
5212.0,21262.0,Directed,52619,11.0
5212.0,8993.0,Directed,52639,8.0
5212.0,9850.0,Directed,52650,41.0
5212.0,4983.0,Directed,52670,13.0
5212.0,24171.0,Directed,52687,9.0
5212.0,25380.0,Directed,52692,8.0
5212.0,15359.0,Directed,52749,7.0
5212.0,14128.0,Directed,52760,9.0
5212.0,5910.0,Directed,52798,7.0
5212.0,11263.0,Directed,52806,15.0
5212.0,14174.0,Directed,52816,9.0
5212.0,2230.0,Directed,52835,8.0
5212.0,18245.0,Directed,52837,20.0
5212.0,1860.0,Directed,52849,37.0
5212.0,12141.0,Directed,52851,7.0
5212.0,10895.0,Directed,52852,13.0
5212.0,10503.0,Directed,52877,14.0
5212.0,23122.0,Directed,52904,9.0
5212.0,751.0,Directed,52909,10.0
5212.0,19146.0,Directed,52920,35.0
5212.0,12839.0,Directed,52923,12.0
5212.0,5212.0,Directed,52930,24.0
5212.0,4008.0,Directed,52965,15.0
5212.0,3217.0,Directed,52967,7.0
5228.0,523.0,Directed,53040,13.0
5228.0,18776.0,Directed,53058,7.0
5228.0,11403.0,Directed,53110,9.0
5228.0,1647.0,Directed,53111,9.0
5514.0,19184.0,Directed,54727,8.0
5514.0,17599.0,Directed,54754,7.0
5514.0,20811.0,Directed,54760,7.0
5514.0,11662.0,Directed,55003,12.0
5514.0,14174.0,Directed,55022,8.0
5514.0,6444.0,Directed,55064,7.0
5514.0,17940.0,Directed,55143,7.0
5514.0,14761.0,Directed,55179,8.0
5545.0,24014.0,Directed,55349,7.0
5545.0,8993.0,Directed,55368,11.0
5545.0,10526.0,Directed,55419,12.0
5545.0,23778.0,Directed,55444,7.0
5545.0,6026.0,Directed,55452,7.0
5547.0,20811.0,Directed,55518,7.0
5547.0,19648.0,Directed,55553,31.0
5547.0,14305.0,Directed,55788,7.0
5547.0,6781.0,Directed,55802,9.0
5547.0,10973.0,Directed,55844,9.0
5721.0,6467.0,Directed,56954,8.0
5721.0,4451.0,Directed,56964,23.0
5721.0,16811.0,Directed,56968,8.0
5721.0,845.0,Directed,57023,8.0
5721.0,8993.0,Directed,57086,12.0
5721.0,4586.0,Directed,57112,14.0
5721.0,24171.0,Directed,57143,7.0
5721.0,15338.0,Directed,57177,9.0
5721.0,2558.0,Directed,57250,16.0
5721.0,2230.0,Directed,57254,10.0
5721.0,5910.0,Directed,57262,12.0
5721.0,11263.0,Directed,57269,7.0
5721.0,1860.0,Directed,57317,24.0
5721.0,10526.0,Directed,57376,9.0
5721.0,751.0,Directed,57385,11.0
5721.0,19146.0,Directed,57395,9.0
5721.0,18750.0,Directed,57435,7.0
5910.0,19583.0,Directed,58712,9.0
5910.0,18825.0,Directed,58724,8.0
5910.0,17599.0,Directed,58727,10.0
5910.0,3258.0,Directed,58746,8.0
5910.0,2437.0,Directed,58784,8.0
