Source,Target,Type,id,weight
5910.0,5721.0,Directed,58792,17.0
5910.0,15359.0,Directed,58798,22.0
5910.0,14761.0,Directed,58802,15.0
5910.0,1647.0,Directed,58806,17.0
5910.0,8579.0,Directed,58867,16.0
5910.0,2558.0,Directed,58960,9.0
5910.0,10357.0,Directed,58985,20.0
5910.0,19146.0,Directed,58990,9.0
5910.0,7890.0,Directed,59041,9.0
5910.0,2230.0,Directed,59076,17.0
5910.0,5910.0,Directed,59082,52.0
5910.0,14174.0,Directed,59093,15.0
5910.0,1853.0,Directed,59126,16.0
5910.0,1086.0,Directed,59135,8.0
5910.0,15476.0,Directed,59179,10.0
5910.0,13438.0,Directed,59208,14.0
5910.0,6013.0,Directed,59239,8.0
5910.0,15973.0,Directed,59283,34.0
5910.0,13828.0,Directed,59299,12.0
6013.0,845.0,Directed,60017,8.0
6013.0,20114.0,Directed,60077,24.0
6013.0,2558.0,Directed,60146,8.0
6013.0,14174.0,Directed,60233,8.0
6013.0,23122.0,Directed,60325,9.0
6013.0,18750.0,Directed,60372,8.0
6026.0,4701.0,Directed,60454,11.0
6315.0,25294.0,Directed,62665,8.0
6315.0,22045.0,Directed,62685,9.0
6315.0,9085.0,Directed,62847,7.0
6315.0,10973.0,Directed,63026,7.0
6433.0,15973.0,Directed,63838,13.0
6433.0,6433.0,Directed,63890,10.0
6444.0,6467.0,Directed,63956,7.0
6444.0,4451.0,Directed,63983,12.0
6444.0,10895.0,Directed,63994,16.0
6444.0,2230.0,Directed,64073,7.0
6444.0,17940.0,Directed,64128,8.0
6444.0,2558.0,Directed,64147,8.0
6467.0,6467.0,Directed,64328,10.0
6467.0,14761.0,Directed,64335,28.0
6467.0,19583.0,Directed,64338,96.0
6467.0,17599.0,Directed,64345,16.0
6467.0,18776.0,Directed,64346,15.0
6467.0,3252.0,Directed,64356,29.0
6467.0,11671.0,Directed,64368,13.0
6467.0,3267.0,Directed,64372,14.0
6467.0,18806.0,Directed,64374,18.0
6467.0,18825.0,Directed,64389,18.0
6467.0,1647.0,Directed,64390,10.0
6467.0,25294.0,Directed,64392,42.0
6467.0,22045.0,Directed,64406,13.0
6467.0,4185.0,Directed,64455,9.0
6467.0,8557.0,Directed,64456,12.0
6467.0,3781.0,Directed,64482,8.0
6467.0,592.0,Directed,64513,8.0
6467.0,15359.0,Directed,64520,34.0
6467.0,4165.0,Directed,64572,16.0
6467.0,15020.0,Directed,64579,23.0
6467.0,1473.0,Directed,64584,9.0
6467.0,1086.0,Directed,64595,34.0
6467.0,9187.0,Directed,64612,70.0
6467.0,4769.0,Directed,64620,13.0
6467.0,15893.0,Directed,64621,21.0
6467.0,12347.0,Directed,64622,13.0
6467.0,13828.0,Directed,64639,29.0
6467.0,17102.0,Directed,64641,12.0
6467.0,21144.0,Directed,64683,13.0
6467.0,11811.0,Directed,64684,14.0
6467.0,10973.0,Directed,64687,22.0
6467.0,15973.0,Directed,64692,46.0
6467.0,277.0,Directed,64698,23.0
6467.0,25208.0,Directed,64702,11.0
6549.0,16626.0,Directed,65384,9.0
6549.0,11585.0,Directed,65407,9.0
6617.0,20811.0,Directed,66057,14.0
6617.0,8940.0,Directed,66080,7.0
6617.0,4165.0,Directed,66134,8.0
6617.0,21696.0,Directed,66144,7.0
6617.0,18526.0,Directed,66192,29.0
6617.0,6617.0,Directed,66200,7.0
6617.0,12997.0,Directed,66345,7.0
6617.0,11781.0,Directed,66352,8.0
6617.0,23145.0,Directed,66365,11.0
6720.0,16817.0,Directed,67448,7.0
6720.0,11585.0,Directed,67557,7.0
6720.0,6720.0,Directed,67584,8.0
6781.0,5547.0,Directed,68074,11.0
6781.0,20686.0,Directed,68081,9.0
6781.0,1720.0,Directed,68154,9.0
6781.0,11585.0,Directed,68200,7.0
7130.0,751.0,Directed,71008,10.0
7130.0,845.0,Directed,71012,8.0
7130.0,17940.0,Directed,71018,12.0
7151.0,1590.0,Directed,71253,8.0
7151.0,8195.0,Directed,71307,16.0
7151.0,2437.0,Directed,71316,7.0
7151.0,8557.0,Directed,71353,7.0
7180.0,15745.0,Directed,71445,7.0
7180.0,10973.0,Directed,71596,11.0
7315.0,16811.0,Directed,72591,14.0
7315.0,4983.0,Directed,72600,7.0
7315.0,10503.0,Directed,72622,9.0
7315.0,24171.0,Directed,72689,8.0
7315.0,14174.0,Directed,72721,7.0
7315.0,19146.0,Directed,72727,8.0
7315.0,10252.0,Directed,72792,8.0
7315.0,1860.0,Directed,72808,8.0
7321.0,8557.0,Directed,72898,8.0
7321.0,8993.0,Directed,72923,7.0
7321.0,2174.0,Directed,72997,23.0
7321.0,16626.0,Directed,73048,8.0
7321.0,16703.0,Directed,73119,19.0
7321.0,7838.0,Directed,73141,8.0
7321.0,13875.0,Directed,73157,10.0
7370.0,4586.0,Directed,73584,11.0
7370.0,751.0,Directed,73620,7.0
7598.0,19893.0,Directed,75153,8.0
7598.0,1647.0,Directed,75312,11.0
7598.0,8557.0,Directed,75362,9.0
7601.0,6467.0,Directed,75399,11.0
7601.0,4451.0,Directed,75412,11.0
7601.0,10254.0,Directed,75494,7.0
7601.0,9850.0,Directed,75526,13.0
7601.0,2558.0,Directed,75586,27.0
7601.0,10252.0,Directed,75662,7.0
7601.0,11246.0,Directed,75663,10.0
7601.0,14602.0,Directed,75678,14.0
7601.0,1860.0,Directed,75718,19.0
7601.0,19146.0,Directed,75788,10.0
7601.0,6433.0,Directed,75798,7.0
7601.0,4008.0,Directed,75823,11.0
7615.0,7615.0,Directed,75935,8.0
7615.0,17940.0,Directed,75948,12.0
7647.0,4451.0,Directed,76424,18.0
7647.0,16811.0,Directed,76428,9.0
7647.0,10252.0,Directed,76493,7.0
7647.0,97.0,Directed,76504,7.0
7647.0,2558.0,Directed,76577,13.0
7647.0,22193.0,Directed,76643,7.0
7647.0,14174.0,Directed,76661,7.0
7647.0,17940.0,Directed,76758,8.0
7647.0,7647.0,Directed,76793,10.0
7647.0,3217.0,Directed,76795,7.0
7838.0,7321.0,Directed,78110,10.0
7838.0,20722.0,Directed,78148,12.0
7890.0,17599.0,Directed,78492,11.0
7890.0,18776.0,Directed,78494,24.0
7890.0,2853.0,Directed,78533,11.0
7890.0,845.0,Directed,78538,9.0
7890.0,20114.0,Directed,78597,12.0
7890.0,4185.0,Directed,78632,9.0
7890.0,1720.0,Directed,78642,13.0
7890.0,15338.0,Directed,78674,10.0
7890.0,18929.0,Directed,78679,10.0
7890.0,10357.0,Directed,78683,10.0
7890.0,12833.0,Directed,78694,14.0
7890.0,3855.0,Directed,78736,9.0
7890.0,5910.0,Directed,78757,13.0
7890.0,14174.0,Directed,78768,17.0
7890.0,19874.0,Directed,78800,8.0
7890.0,1086.0,Directed,78806,7.0
7890.0,4769.0,Directed,78829,8.0
7890.0,13438.0,Directed,78878,8.0
7890.0,20722.0,Directed,78886,7.0
7890.0,23122.0,Directed,78892,7.0
7890.0,19146.0,Directed,78903,20.0
7890.0,25208.0,Directed,78932,7.0
8087.0,20686.0,Directed,80062,11.0
8087.0,20114.0,Directed,80069,7.0
8087.0,9850.0,Directed,80079,9.0
8087.0,8087.0,Directed,80102,11.0
8087.0,1720.0,Directed,80105,13.0
8087.0,23122.0,Directed,80115,10.0
8087.0,751.0,Directed,80122,11.0
8087.0,14174.0,Directed,80125,9.0
8195.0,16811.0,Directed,80743,9.0
8195.0,24171.0,Directed,80831,8.0
8195.0,8195.0,Directed,80838,8.0
8195.0,19019.0,Directed,80840,8.0
8195.0,2558.0,Directed,80882,7.0
8195.0,7151.0,Directed,80907,17.0
8195.0,1275.0,Directed,80936,7.0
8235.0,15359.0,Directed,81206,7.0
8317.0,8993.0,Directed,82067,7.0
8317.0,15476.0,Directed,82088,9.0
8317.0,10526.0,Directed,82139,7.0
8317.0,11781.0,Directed,82158,7.0
8317.0,23778.0,Directed,82168,14.0
8317.0,22652.0,Directed,82184,9.0
8557.0,6467.0,Directed,84016,8.0
8557.0,10895.0,Directed,84046,13.0
8557.0,4451.0,Directed,84049,12.0
8557.0,19583.0,Directed,84054,11.0
8557.0,16811.0,Directed,84056,10.0
8557.0,4586.0,Directed,84106,7.0
8557.0,8557.0,Directed,84126,29.0
8557.0,22193.0,Directed,84150,9.0
8557.0,7598.0,Directed,84159,12.0
8557.0,856.0,Directed,84160,12.0
8557.0,2230.0,Directed,84161,19.0
8557.0,9329.0,Directed,84176,10.0
8557.0,24171.0,Directed,84177,16.0
8557.0,16422.0,Directed,84217,8.0
8557.0,7151.0,Directed,84277,10.0
8557.0,588.0,Directed,84326,10.0
8557.0,21265.0,Directed,84333,11.0
8557.0,19067.0,Directed,84338,13.0
8557.0,12839.0,Directed,84342,7.0
8560.0,20114.0,Directed,84365,9.0
8560.0,8993.0,Directed,84374,20.0
8560.0,9538.0,Directed,84441,8.0
8560.0,10526.0,Directed,84458,9.0
8560.0,2558.0,Directed,84523,17.0
8560.0,6720.0,Directed,84539,9.0
8579.0,21262.0,Directed,85008,7.0
8579.0,8579.0,Directed,85032,7.0
8579.0,8993.0,Directed,85038,9.0
8579.0,6720.0,Directed,85290,7.0
8579.0,1853.0,Directed,85302,8.0
8579.0,15476.0,Directed,85353,9.0
8775.0,8775.0,Directed,86971,10.0
8775.0,4451.0,Directed,86983,10.0
8775.0,24171.0,Directed,87077,11.0
8775.0,14174.0,Directed,87107,7.0
8775.0,18825.0,Directed,87119,8.0
8822.0,8822.0,Directed,87682,13.0
8822.0,14174.0,Directed,87720,9.0
8822.0,17564.0,Directed,87762,10.0
8822.0,1860.0,Directed,87834,10.0
8894.0,4451.0,Directed,88326,16.0
8894.0,4952.0,Directed,88332,7.0
8894.0,8993.0,Directed,88334,13.0
8894.0,751.0,Directed,88441,7.0
8894.0,2558.0,Directed,88477,21.0
8894.0,4008.0,Directed,88529,7.0
8940.0,4451.0,Directed,88991,15.0
8940.0,18825.0,Directed,89155,7.0
8993.0,24014.0,Directed,89391,16.0
8993.0,19583.0,Directed,89420,14.0
8993.0,8894.0,Directed,89427,8.0
8993.0,16817.0,Directed,89433,12.0
8993.0,18825.0,Directed,89434,46.0
8993.0,20811.0,Directed,89443,13.0
8993.0,2437.0,Directed,89506,7.0
8993.0,6720.0,Directed,89563,11.0
8993.0,97.0,Directed,89600,8.0
8993.0,21682.0,Directed,89612,8.0
8993.0,8993.0,Directed,89616,34.0
8993.0,23576.0,Directed,89651,10.0
8993.0,11975.0,Directed,89678,9.0
8993.0,167.0,Directed,89712,10.0
8993.0,23778.0,Directed,89718,15.0
8993.0,18526.0,Directed,89723,21.0
8993.0,14089.0,Directed,89737,15.0
8993.0,5545.0,Directed,89762,14.0
8993.0,8560.0,Directed,89767,11.0
8993.0,2230.0,Directed,89866,9.0
8993.0,22652.0,Directed,89914,17.0
8993.0,277.0,Directed,89946,15.0
8993.0,12343.0,Directed,89949,14.0
8993.0,15476.0,Directed,90005,26.0
8993.0,5172.0,Directed,90013,7.0
8993.0,10526.0,Directed,90052,7.0
8993.0,11781.0,Directed,90073,19.0
8993.0,18031.0,Directed,90090,11.0
8993.0,17564.0,Directed,90106,9.0
8993.0,15973.0,Directed,90122,33.0
8993.0,10565.0,Directed,90133,10.0
9085.0,20114.0,Directed,90906,18.0
9085.0,19146.0,Directed,91113,7.0
9085.0,18750.0,Directed,91123,7.0
9187.0,6467.0,Directed,91618,88.0
9187.0,14761.0,Directed,91626,8.0
9187.0,4451.0,Directed,91627,54.0
9187.0,16811.0,Directed,91630,19.0
9187.0,845.0,Directed,91677,10.0
9187.0,16422.0,Directed,91678,10.0
9187.0,10252.0,Directed,91710,12.0
9187.0,21265.0,Directed,91716,9.0
9187.0,4586.0,Directed,91743,54.0
9187.0,4983.0,Directed,91752,7.0
9187.0,2115.0,Directed,91756,7.0
9187.0,22601.0,Directed,91817,12.0
9187.0,20991.0,Directed,91820,17.0
9187.0,23003.0,Directed,91822,20.0
9187.0,5910.0,Directed,91841,9.0
9187.0,12207.0,Directed,91848,15.0
9187.0,14174.0,Directed,91852,95.0
9187.0,1860.0,Directed,91883,10.0
9187.0,9187.0,Directed,91898,20.0
9187.0,23122.0,Directed,91929,11.0
9187.0,19146.0,Directed,91940,53.0
9187.0,17940.0,Directed,91944,26.0
9187.0,4008.0,Directed,91946,8.0
9187.0,17564.0,Directed,91951,9.0
9187.0,2770.0,Directed,91963,8.0
9187.0,3217.0,Directed,91981,11.0
9220.0,4165.0,Directed,92325,7.0
9220.0,19583.0,Directed,92329,10.0
9220.0,2101.0,Directed,92348,8.0
9220.0,3653.0,Directed,92372,10.0
9220.0,18825.0,Directed,92428,12.0
9249.0,751.0,Directed,92834,8.0
9249.0,9249.0,Directed,92843,9.0
9329.0,19583.0,Directed,93289,23.0
9329.0,13828.0,Directed,93336,15.0
9329.0,523.0,Directed,93352,9.0
9329.0,17238.0,Directed,93395,12.0
9329.0,5721.0,Directed,93411,8.0
9329.0,15973.0,Directed,93455,8.0
9360.0,2230.0,Directed,93703,13.0
9403.0,24171.0,Directed,94164,8.0
9403.0,25380.0,Directed,94169,10.0
9403.0,14174.0,Directed,94183,14.0
9403.0,4952.0,Directed,94224,7.0
9403.0,21265.0,Directed,94261,8.0
9473.0,9085.0,Directed,94892,7.0
9473.0,21509.0,Directed,94961,7.0
9473.0,25294.0,Directed,95013,7.0
9473.0,20722.0,Directed,95048,7.0
9538.0,12343.0,Directed,95512,7.0
9538.0,18526.0,Directed,95523,10.0
9538.0,15476.0,Directed,95536,7.0
9538.0,9538.0,Directed,95590,23.0
9538.0,6720.0,Directed,95625,8.0
9538.0,11781.0,Directed,95654,11.0
9703.0,4451.0,Directed,97124,10.0
9703.0,23206.0,Directed,97196,10.0
9703.0,11246.0,Directed,97206,8.0
9703.0,17940.0,Directed,97289,7.0
9703.0,21262.0,Directed,97330,8.0
9785.0,21756.0,Directed,98055,10.0
9785.0,4330.0,Directed,98088,8.0
9850.0,19583.0,Directed,98740,11.0
9850.0,20811.0,Directed,98760,13.0
9850.0,23714.0,Directed,98878,7.0
9850.0,9850.0,Directed,98898,12.0
9850.0,8087.0,Directed,98919,9.0
9850.0,14128.0,Directed,99007,8.0
9850.0,5212.0,Directed,99027,22.0
9850.0,23429.0,Directed,99045,7.0
9850.0,1473.0,Directed,99079,9.0
9850.0,25208.0,Directed,99204,7.0
10252.0,13828.0,Directed,102292,7.0
10252.0,523.0,Directed,102297,7.0
10252.0,20160.0,Directed,102345,7.0
10254.0,18526.0,Directed,102548,8.0
10254.0,21900.0,Directed,102581,9.0
10254.0,11975.0,Directed,102596,9.0
10254.0,7601.0,Directed,102604,7.0
10254.0,13513.0,Directed,102652,7.0
10254.0,15973.0,Directed,102662,10.0
10357.0,6467.0,Directed,103380,13.0
10357.0,751.0,Directed,103388,7.0
10357.0,16811.0,Directed,103412,23.0
10357.0,22991.0,Directed,103456,8.0
10357.0,2853.0,Directed,103490,8.0
10357.0,845.0,Directed,103511,8.0
10357.0,16422.0,Directed,103512,12.0
10357.0,10252.0,Directed,103576,16.0
10357.0,21265.0,Directed,103592,16.0
10357.0,20114.0,Directed,103615,63.0
10357.0,4952.0,Directed,103623,7.0
10357.0,9850.0,Directed,103649,13.0
10357.0,4586.0,Directed,103665,25.0
10357.0,4983.0,Directed,103680,13.0
10357.0,2115.0,Directed,103684,13.0
10357.0,1720.0,Directed,103698,21.0
10357.0,25380.0,Directed,103725,14.0
10357.0,2558.0,Directed,103760,61.0
10357.0,15338.0,Directed,103776,12.0
10357.0,18929.0,Directed,103781,7.0
10357.0,10357.0,Directed,103789,29.0
10357.0,12833.0,Directed,103808,23.0
10357.0,23003.0,Directed,103870,8.0
10357.0,5910.0,Directed,103936,29.0
10357.0,14174.0,Directed,103958,81.0
10357.0,11939.0,Directed,103959,10.0
10357.0,5514.0,Directed,103989,26.0
10357.0,19874.0,Directed,104018,24.0
10357.0,1086.0,Directed,104026,7.0
10357.0,1860.0,Directed,104034,20.0
10357.0,20686.0,Directed,104056,17.0
10357.0,19886.0,Directed,104061,8.0
10357.0,16703.0,Directed,104108,15.0
10357.0,10503.0,Directed,104109,9.0
10357.0,7598.0,Directed,104163,11.0
10357.0,8822.0,Directed,104171,14.0
10357.0,23122.0,Directed,104175,19.0
10357.0,19146.0,Directed,104202,116.0
10357.0,17940.0,Directed,104209,33.0
10357.0,7890.0,Directed,104226,34.0
10357.0,21550.0,Directed,104235,8.0
10357.0,15123.0,Directed,104237,13.0
10357.0,21560.0,Directed,104255,7.0
10357.0,4008.0,Directed,104278,20.0
10357.0,3217.0,Directed,104291,30.0
10393.0,14128.0,Directed,104744,7.0
10393.0,5212.0,Directed,104831,10.0
10393.0,16350.0,Directed,104850,8.0
10393.0,15973.0,Directed,104851,7.0
10503.0,5212.0,Directed,105700,11.0
10526.0,24014.0,Directed,106016,19.0
10526.0,97.0,Directed,106030,17.0
10526.0,21696.0,Directed,106094,9.0
10526.0,20821.0,Directed,106153,8.0
10526.0,11263.0,Directed,106205,9.0
10526.0,11781.0,Directed,106216,12.0
10526.0,18526.0,Directed,106244,7.0
10526.0,18825.0,Directed,106246,10.0
10526.0,22652.0,Directed,106260,11.0
10526.0,13513.0,Directed,106272,7.0
10526.0,20369.0,Directed,106283,7.0
10526.0,167.0,Directed,106293,11.0
10565.0,24014.0,Directed,106637,12.0
10565.0,8993.0,Directed,106756,10.0
10565.0,11585.0,Directed,106816,7.0
10791.0,20811.0,Directed,108920,8.0
10791.0,19648.0,Directed,108934,7.0
10791.0,15560.0,Directed,108994,7.0
10895.0,6444.0,Directed,109644,9.0
10895.0,14761.0,Directed,109726,14.0
10895.0,5212.0,Directed,109731,14.0
10895.0,8557.0,Directed,109745,10.0
10973.0,6467.0,Directed,110346,15.0
10973.0,7180.0,Directed,110349,10.0
10973.0,20114.0,Directed,110363,11.0
10973.0,3860.0,Directed,110365,8.0
10973.0,5910.0,Directed,110378,8.0
10973.0,23003.0,Directed,110385,17.0
10973.0,25380.0,Directed,110423,7.0
10973.0,5547.0,Directed,110428,7.0
10973.0,23122.0,Directed,110443,8.0
10973.0,6315.0,Directed,110466,12.0
10973.0,2558.0,Directed,110477,8.0
10973.0,15338.0,Directed,110493,17.0
11116.0,11116.0,Directed,111525,11.0
11116.0,17940.0,Directed,111638,15.0
11116.0,15973.0,Directed,111673,12.0
11246.0,11403.0,Directed,113110,8.0
11263.0,8579.0,Directed,113259,8.0
11263.0,19583.0,Directed,113271,14.0
11263.0,16817.0,Directed,113295,14.0
11263.0,10526.0,Directed,113322,10.0
11263.0,23429.0,Directed,113419,11.0
11263.0,18526.0,Directed,113453,8.0
11263.0,18825.0,Directed,113455,19.0
11263.0,5212.0,Directed,113461,11.0
11263.0,15973.0,Directed,113496,7.0
11263.0,1853.0,Directed,113511,23.0
11263.0,21262.0,Directed,113527,11.0
11385.0,10526.0,Directed,114833,8.0
11385.0,4611.0,Directed,114845,16.0
11385.0,11385.0,Directed,114850,8.0
11385.0,15359.0,Directed,114869,19.0
11394.0,14429.0,Directed,114918,8.0
11394.0,4586.0,Directed,114962,7.0
11394.0,18825.0,Directed,115032,8.0
11394.0,6026.0,Directed,115034,7.0
11394.0,18245.0,Directed,115066,18.0
11403.0,16811.0,Directed,115129,9.0
11403.0,11403.0,Directed,115182,9.0
11545.0,19019.0,Directed,116267,8.0
11545.0,15359.0,Directed,116278,7.0
11545.0,16626.0,Directed,116309,12.0
11585.0,390.0,Directed,116622,8.0
11585.0,16817.0,Directed,116659,7.0
11585.0,20811.0,Directed,116668,9.0
11585.0,97.0,Directed,116808,24.0
11585.0,12343.0,Directed,116835,12.0
11585.0,18825.0,Directed,116946,14.0
11585.0,18526.0,Directed,116947,9.0
11585.0,2558.0,Directed,116955,7.0
11585.0,11585.0,Directed,117018,33.0
11585.0,5054.0,Directed,117027,15.0
11585.0,14089.0,Directed,117125,11.0
11585.0,4330.0,Directed,117183,12.0
11585.0,736.0,Directed,117259,7.0
11585.0,2437.0,Directed,117277,15.0
11585.0,11781.0,Directed,117284,18.0
11585.0,15973.0,Directed,117335,28.0
11585.0,10565.0,Directed,117350,9.0
11662.0,17940.0,Directed,117975,12.0
11662.0,4451.0,Directed,117986,23.0
11662.0,8993.0,Directed,117990,7.0
11662.0,11662.0,Directed,118054,21.0
11662.0,2230.0,Directed,118057,16.0
11662.0,25380.0,Directed,118076,9.0
11662.0,14174.0,Directed,118083,32.0
11662.0,845.0,Directed,118084,13.0
11662.0,19146.0,Directed,118087,11.0
11662.0,4586.0,Directed,118117,8.0
11671.0,6467.0,Directed,118195,11.0
11671.0,4451.0,Directed,118208,13.0
11671.0,23206.0,Directed,118234,17.0
11671.0,14174.0,Directed,118264,10.0
11671.0,19146.0,Directed,118269,12.0
11781.0,24014.0,Directed,118956,26.0
11781.0,845.0,Directed,119025,10.0
11781.0,16422.0,Directed,119026,27.0
11781.0,2445.0,Directed,119031,14.0
11781.0,8993.0,Directed,119081,34.0
11781.0,21717.0,Directed,119118,10.0
11781.0,23778.0,Directed,119139,33.0
11781.0,11585.0,Directed,119141,29.0
11781.0,6617.0,Directed,119151,9.0
11781.0,5545.0,Directed,119168,9.0
11781.0,9538.0,Directed,119224,49.0
11781.0,2558.0,Directed,119227,43.0
11781.0,2230.0,Directed,119230,12.0
11781.0,8317.0,Directed,119248,10.0
11781.0,11263.0,Directed,119249,17.0
11781.0,14174.0,Directed,119255,7.0
11781.0,22652.0,Directed,119270,9.0
11781.0,6720.0,Directed,119279,24.0
11781.0,15476.0,Directed,119318,7.0
11781.0,10526.0,Directed,119347,27.0
11781.0,11781.0,Directed,119361,23.0
11811.0,6467.0,Directed,119568,14.0
11811.0,4451.0,Directed,119595,7.0
11811.0,16811.0,Directed,119603,8.0
11811.0,9329.0,Directed,119712,8.0
11939.0,19583.0,Directed,120727,11.0
11939.0,4586.0,Directed,120738,9.0
11975.0,11585.0,Directed,121240,7.0
11975.0,8993.0,Directed,121281,7.0
11975.0,10254.0,Directed,121305,9.0
12108.0,20114.0,Directed,122287,14.0
12108.0,23003.0,Directed,122366,26.0
12108.0,2558.0,Directed,122443,18.0
12108.0,15123.0,Directed,122453,18.0
12108.0,17260.0,Directed,122474,21.0
12141.0,6467.0,Directed,122698,15.0
12141.0,4451.0,Directed,122716,25.0
12141.0,20114.0,Directed,122723,9.0
12141.0,4952.0,Directed,122730,8.0
12141.0,16811.0,Directed,122736,21.0
12141.0,9850.0,Directed,122760,7.0
12141.0,2115.0,Directed,122779,8.0
12141.0,19295.0,Directed,122782,14.0
12141.0,4586.0,Directed,122788,16.0
12141.0,14174.0,Directed,122896,10.0
12141.0,19146.0,Directed,122901,30.0
12141.0,17940.0,Directed,122911,15.0
12141.0,4008.0,Directed,122912,11.0
12141.0,5212.0,Directed,122927,10.0
12141.0,18750.0,Directed,122995,8.0
12141.0,1860.0,Directed,123013,33.0
12207.0,14761.0,Directed,123412,34.0
12207.0,4165.0,Directed,123416,26.0
12207.0,19583.0,Directed,123419,11.0
12207.0,11116.0,Directed,123424,8.0
12207.0,20811.0,Directed,123455,7.0
12207.0,9187.0,Directed,123520,15.0
12207.0,15359.0,Directed,123551,8.0
12207.0,18526.0,Directed,123556,11.0
